"","kingdom","phylum","class","order","family","genus","species"
"ASV_6859",NA,NA,NA,NA,NA,NA,NA
"ASV_6860","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus",NA
"ASV_6861",NA,NA,NA,NA,NA,NA,NA
"ASV_6862","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Fibricium",NA
"ASV_6863","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma","s__cylindrica"
"ASV_6864","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__kazachstanica"
"ASV_6865",NA,NA,NA,NA,NA,NA,NA
"ASV_6866","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"ASV_6867","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_6868",NA,NA,NA,NA,NA,NA,NA
"ASV_6869","k__Fungi","p__Entorrhizomycota","c__Entorrhizomycetes","o__Entorrhizales","f__Entorrhizaceae","g__Entorrhiza",NA
"ASV_6870","k__Stramenopila","p__Ochrophyta","c__Xanthophyceae","o__Mischococcales","f__Botryochloridaceae","g__Chlorellidium",NA
"ASV_6871","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_6872","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_6873","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia",NA
"ASV_6874",NA,NA,NA,NA,NA,NA,NA
"ASV_6875","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Saksenaeaceae","g__Saksenaea",NA
"ASV_6876",NA,NA,NA,NA,NA,NA,NA
"ASV_6877",NA,NA,NA,NA,NA,NA,NA
"ASV_6878",NA,NA,NA,NA,NA,NA,NA
"ASV_6879","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Flavodon","s__flavus"
"ASV_6880","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae","g__Phaeoclavulina",NA
"ASV_6881",NA,NA,NA,NA,NA,NA,NA
"ASV_6882",NA,NA,NA,NA,NA,NA,NA
"ASV_6883",NA,NA,NA,NA,NA,NA,NA
"ASV_6884","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__anthracophila"
"ASV_6885","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"ASV_6886",NA,NA,NA,NA,NA,NA,NA
"ASV_6887","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Coriolopsis","s__gallica"
"ASV_6888",NA,NA,NA,NA,NA,NA,NA
"ASV_6889","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"ASV_6890",NA,NA,NA,NA,NA,NA,NA
"ASV_6891",NA,NA,NA,NA,NA,NA,NA
"ASV_6892","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Bloxamiaceae","g__Bloxamia",NA
"ASV_6893",NA,NA,NA,NA,NA,NA,NA
"ASV_6894",NA,NA,NA,NA,NA,NA,NA
"ASV_6895",NA,NA,NA,NA,NA,NA,NA
"ASV_6896",NA,NA,NA,NA,NA,NA,NA
"ASV_6897","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae",NA,NA
"ASV_6898","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium",NA
"ASV_6899","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_6900","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Polyscytalum",NA
"ASV_6901",NA,NA,NA,NA,NA,NA,NA
"ASV_6902",NA,NA,NA,NA,NA,NA,NA
"ASV_6903",NA,NA,NA,NA,NA,NA,NA
"ASV_6904",NA,NA,NA,NA,NA,NA,NA
"ASV_6905",NA,NA,NA,NA,NA,NA,NA
"ASV_6906","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma",NA
"ASV_6907","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_6908","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe",NA
"ASV_6909",NA,NA,NA,NA,NA,NA,NA
"ASV_6910",NA,NA,NA,NA,NA,NA,NA
"ASV_6911",NA,NA,NA,NA,NA,NA,NA
"ASV_6912",NA,NA,NA,NA,NA,NA,NA
"ASV_6913",NA,NA,NA,NA,NA,NA,NA
"ASV_6914",NA,NA,NA,NA,NA,NA,NA
"ASV_6915",NA,NA,NA,NA,NA,NA,NA
"ASV_6916",NA,NA,NA,NA,NA,NA,NA
"ASV_6917",NA,NA,NA,NA,NA,NA,NA
"ASV_6918",NA,NA,NA,NA,NA,NA,NA
"ASV_6919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella",NA
"ASV_6920","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Melanophyllum",NA
"ASV_6921",NA,NA,NA,NA,NA,NA,NA
"ASV_6922","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Physalacriaceae","g__Armillaria","s__borealis"
"ASV_6923",NA,NA,NA,NA,NA,NA,NA
"ASV_6924","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,NA
"ASV_6925","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_6926",NA,NA,NA,NA,NA,NA,NA
"ASV_6927",NA,NA,NA,NA,NA,NA,NA
"ASV_6928","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"ASV_6929",NA,NA,NA,NA,NA,NA,NA
"ASV_6930",NA,NA,NA,NA,NA,NA,NA
"ASV_6931","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Agrocybe","s__pediades"
"ASV_6932",NA,NA,NA,NA,NA,NA,NA
"ASV_6933",NA,NA,NA,NA,NA,NA,NA
"ASV_6934",NA,NA,NA,NA,NA,NA,NA
"ASV_6935",NA,NA,NA,NA,NA,NA,NA
"ASV_6936","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudocamarosporium",NA
"ASV_6937",NA,NA,NA,NA,NA,NA,NA
"ASV_6938","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__fagi"
"ASV_6939",NA,NA,NA,NA,NA,NA,NA
"ASV_6940",NA,NA,NA,NA,NA,NA,NA
"ASV_6941",NA,NA,NA,NA,NA,NA,NA
"ASV_6942",NA,NA,NA,NA,NA,NA,NA
"ASV_6943",NA,NA,NA,NA,NA,NA,NA
"ASV_6944",NA,NA,NA,NA,NA,NA,NA
"ASV_6945",NA,NA,NA,NA,NA,NA,NA
"ASV_6946","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae","g__Eustigmataceae_gen_Incertae_sedis",NA
"ASV_6947",NA,NA,NA,NA,NA,NA,NA
"ASV_6948",NA,NA,NA,NA,NA,NA,NA
"ASV_6949","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudoconiothyrium","s__broussonetiae"
"ASV_6950",NA,NA,NA,NA,NA,NA,NA
"ASV_6951",NA,NA,NA,NA,NA,NA,NA
"ASV_6952","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola",NA
"ASV_6953",NA,NA,NA,NA,NA,NA,NA
"ASV_6954",NA,NA,NA,NA,NA,NA,NA
"ASV_6955",NA,NA,NA,NA,NA,NA,NA
"ASV_6956","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe",NA
"ASV_6957",NA,NA,NA,NA,NA,NA,NA
"ASV_6958",NA,NA,NA,NA,NA,NA,NA
"ASV_6959","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Coleophoma",NA
"ASV_6960",NA,NA,NA,NA,NA,NA,NA
"ASV_6961",NA,NA,NA,NA,NA,NA,NA
"ASV_6962","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hebeloma",NA
"ASV_6963",NA,NA,NA,NA,NA,NA,NA
"ASV_6964",NA,NA,NA,NA,NA,NA,NA
"ASV_6965",NA,NA,NA,NA,NA,NA,NA
"ASV_6966",NA,NA,NA,NA,NA,NA,NA
"ASV_6967","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_6968",NA,NA,NA,NA,NA,NA,NA
"ASV_6969",NA,NA,NA,NA,NA,NA,NA
"ASV_6970",NA,NA,NA,NA,NA,NA,NA
"ASV_6971","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_6972","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae",NA,NA
"ASV_6973",NA,NA,NA,NA,NA,NA,NA
"ASV_6974","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora",NA
"ASV_6975",NA,NA,NA,NA,NA,NA,NA
"ASV_6976",NA,NA,NA,NA,NA,NA,NA
"ASV_6977",NA,NA,NA,NA,NA,NA,NA
"ASV_6978",NA,NA,NA,NA,NA,NA,NA
"ASV_6979","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hymenogaster",NA
"ASV_6980",NA,NA,NA,NA,NA,NA,NA
"ASV_6981",NA,NA,NA,NA,NA,NA,NA
"ASV_6982",NA,NA,NA,NA,NA,NA,NA
"ASV_6983",NA,NA,NA,NA,NA,NA,NA
"ASV_6984","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_6985","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA
"ASV_6986",NA,NA,NA,NA,NA,NA,NA
"ASV_6987",NA,NA,NA,NA,NA,NA,NA
"ASV_6988",NA,NA,NA,NA,NA,NA,NA
"ASV_6989",NA,NA,NA,NA,NA,NA,NA
"ASV_6990",NA,NA,NA,NA,NA,NA,NA
"ASV_6991","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__tetrasporus"
"ASV_6992","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma","s__calamagrostidis"
"ASV_6993","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium","s__pini"
"ASV_6994",NA,NA,NA,NA,NA,NA,NA
"ASV_6995",NA,NA,NA,NA,NA,NA,NA
"ASV_6996",NA,NA,NA,NA,NA,NA,NA
"ASV_6997","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Echinoderma",NA
"ASV_6998",NA,NA,NA,NA,NA,NA,NA
"ASV_6999",NA,NA,NA,NA,NA,NA,NA
"ASV_7000",NA,NA,NA,NA,NA,NA,NA
"ASV_7001",NA,NA,NA,NA,NA,NA,NA
"ASV_7002","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Erythrobasidiales_gen_Incertae_sedis",NA
"ASV_7003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium",NA
"ASV_7004",NA,NA,NA,NA,NA,NA,NA
"ASV_7005","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Pycnoraceae","g__Pycnora",NA
"ASV_7006",NA,NA,NA,NA,NA,NA,NA
"ASV_7007",NA,NA,NA,NA,NA,NA,NA
"ASV_7008","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__ellisii"
"ASV_7009",NA,NA,NA,NA,NA,NA,NA
"ASV_7010","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"ASV_7011",NA,NA,NA,NA,NA,NA,NA
"ASV_7012",NA,NA,NA,NA,NA,NA,NA
"ASV_7013",NA,NA,NA,NA,NA,NA,NA
"ASV_7014","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Subulicystidium",NA
"ASV_7015","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__crocophyllus"
"ASV_7016","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_7017",NA,NA,NA,NA,NA,NA,NA
"ASV_7018",NA,NA,NA,NA,NA,NA,NA
"ASV_7019",NA,NA,NA,NA,NA,NA,NA
"ASV_7020",NA,NA,NA,NA,NA,NA,NA
"ASV_7021",NA,NA,NA,NA,NA,NA,NA
"ASV_7022",NA,NA,NA,NA,NA,NA,NA
"ASV_7023",NA,NA,NA,NA,NA,NA,NA
"ASV_7024",NA,NA,NA,NA,NA,NA,NA
"ASV_7025","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis",NA,NA
"ASV_7026",NA,NA,NA,NA,NA,NA,NA
"ASV_7027","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_7028",NA,NA,NA,NA,NA,NA,NA
"ASV_7029",NA,NA,NA,NA,NA,NA,NA
"ASV_7030","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Agrocybe","s__pediades"
"ASV_7031",NA,NA,NA,NA,NA,NA,NA
"ASV_7032",NA,NA,NA,NA,NA,NA,NA
"ASV_7033","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora",NA
"ASV_7034",NA,NA,NA,NA,NA,NA,NA
"ASV_7035","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae",NA,NA
"ASV_7036",NA,NA,NA,NA,NA,NA,NA
"ASV_7037",NA,NA,NA,NA,NA,NA,NA
"ASV_7038",NA,NA,NA,NA,NA,NA,NA
"ASV_7039",NA,NA,NA,NA,NA,NA,NA
"ASV_7040","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Bovista","s__plumbea"
"ASV_7041","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Podospora","s__intestinacea"
"ASV_7042","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Castanedomyces","s__australiensis"
"ASV_7043",NA,NA,NA,NA,NA,NA,NA
"ASV_7044",NA,NA,NA,NA,NA,NA,NA
"ASV_7045",NA,NA,NA,NA,NA,NA,NA
"ASV_7046",NA,NA,NA,NA,NA,NA,NA
"ASV_7047",NA,NA,NA,NA,NA,NA,NA
"ASV_7048",NA,NA,NA,NA,NA,NA,NA
"ASV_7049",NA,NA,NA,NA,NA,NA,NA
"ASV_7050",NA,NA,NA,NA,NA,NA,NA
"ASV_7051","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Melampsoraceae","g__Melampsora","s__medusae-populina"
"ASV_7052","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae",NA,NA
"ASV_7053","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_7054",NA,NA,NA,NA,NA,NA,NA
"ASV_7055",NA,NA,NA,NA,NA,NA,NA
"ASV_7056",NA,NA,NA,NA,NA,NA,NA
"ASV_7057",NA,NA,NA,NA,NA,NA,NA
"ASV_7058",NA,NA,NA,NA,NA,NA,NA
"ASV_7059",NA,NA,NA,NA,NA,NA,NA
"ASV_7060","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus",NA
"ASV_7061",NA,NA,NA,NA,NA,NA,NA
"ASV_7062",NA,NA,NA,NA,NA,NA,NA
"ASV_7063",NA,NA,NA,NA,NA,NA,NA
"ASV_7064",NA,NA,NA,NA,NA,NA,NA
"ASV_7065","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__agrostina"
"ASV_7066","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes",NA,NA,NA,NA
"ASV_7067",NA,NA,NA,NA,NA,NA,NA
"ASV_7068",NA,NA,NA,NA,NA,NA,NA
"ASV_7069","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriaceae_gen_Incertae_sedis",NA
"ASV_7070",NA,NA,NA,NA,NA,NA,NA
"ASV_7071",NA,NA,NA,NA,NA,NA,NA
"ASV_7072",NA,NA,NA,NA,NA,NA,NA
"ASV_7073",NA,NA,NA,NA,NA,NA,NA
"ASV_7074",NA,NA,NA,NA,NA,NA,NA
"ASV_7075","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hyphodermella","s__rosae"
"ASV_7076",NA,NA,NA,NA,NA,NA,NA
"ASV_7077",NA,NA,NA,NA,NA,NA,NA
"ASV_7078",NA,NA,NA,NA,NA,NA,NA
"ASV_7079",NA,NA,NA,NA,NA,NA,NA
"ASV_7080",NA,NA,NA,NA,NA,NA,NA
"ASV_7081",NA,NA,NA,NA,NA,NA,NA
"ASV_7082",NA,NA,NA,NA,NA,NA,NA
"ASV_7083","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__pallidobrunnea"
"ASV_7084",NA,NA,NA,NA,NA,NA,NA
"ASV_7085",NA,NA,NA,NA,NA,NA,NA
"ASV_7086",NA,NA,NA,NA,NA,NA,NA
"ASV_7087",NA,NA,NA,NA,NA,NA,NA
"ASV_7088",NA,NA,NA,NA,NA,NA,NA
"ASV_7089","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_7090","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Fragilariales","f__Fragilariaceae","g__Tabularia",NA
"ASV_7091","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__clastophylla"
"ASV_7092",NA,NA,NA,NA,NA,NA,NA
"ASV_7093",NA,NA,NA,NA,NA,NA,NA
"ASV_7094",NA,NA,NA,NA,NA,NA,NA
"ASV_7095","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__pilosa"
"ASV_7096",NA,NA,NA,NA,NA,NA,NA
"ASV_7097",NA,NA,NA,NA,NA,NA,NA
"ASV_7098","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA
"ASV_7099",NA,NA,NA,NA,NA,NA,NA
"ASV_7100","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_7101","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_7102",NA,NA,NA,NA,NA,NA,NA
"ASV_7103","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"ASV_7104",NA,NA,NA,NA,NA,NA,NA
"ASV_7105",NA,NA,NA,NA,NA,NA,NA
"ASV_7106",NA,NA,NA,NA,NA,NA,NA
"ASV_7107",NA,NA,NA,NA,NA,NA,NA
"ASV_7108","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__armeniaca"
"ASV_7109","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Bradymyces","s__yunnanensis"
"ASV_7110","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"ASV_7111",NA,NA,NA,NA,NA,NA,NA
"ASV_7112",NA,NA,NA,NA,NA,NA,NA
"ASV_7113","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__arizonica"
"ASV_7114",NA,NA,NA,NA,NA,NA,NA
"ASV_7115",NA,NA,NA,NA,NA,NA,NA
"ASV_7116",NA,NA,NA,NA,NA,NA,NA
"ASV_7117",NA,NA,NA,NA,NA,NA,NA
"ASV_7118",NA,NA,NA,NA,NA,NA,NA
"ASV_7119",NA,NA,NA,NA,NA,NA,NA
"ASV_7120",NA,NA,NA,NA,NA,NA,NA
"ASV_7121",NA,NA,NA,NA,NA,NA,NA
"ASV_7122","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Phoma",NA
"ASV_7123",NA,NA,NA,NA,NA,NA,NA
"ASV_7124","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_7125","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hyponectriaceae","g__Monographella",NA
"ASV_7126",NA,NA,NA,NA,NA,NA,NA
"ASV_7127",NA,NA,NA,NA,NA,NA,NA
"ASV_7128",NA,NA,NA,NA,NA,NA,NA
"ASV_7129","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Xenopenidiella","s__inflata"
"ASV_7130",NA,NA,NA,NA,NA,NA,NA
"ASV_7131",NA,NA,NA,NA,NA,NA,NA
"ASV_7132",NA,NA,NA,NA,NA,NA,NA
"ASV_7133","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_7134",NA,NA,NA,NA,NA,NA,NA
"ASV_7135",NA,NA,NA,NA,NA,NA,NA
"ASV_7136",NA,NA,NA,NA,NA,NA,NA
"ASV_7137",NA,NA,NA,NA,NA,NA,NA
"ASV_7138",NA,NA,NA,NA,NA,NA,NA
"ASV_7139",NA,NA,NA,NA,NA,NA,NA
"ASV_7140","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV_7141",NA,NA,NA,NA,NA,NA,NA
"ASV_7142","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Chaetomellaceae","g__Pilidium",NA
"ASV_7143","k__Fungi","p__Kickxellomycota","c__Ramicandelaberomycetes","o__Ramicandelaberales",NA,NA,NA
"ASV_7144","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,NA
"ASV_7145",NA,NA,NA,NA,NA,NA,NA
"ASV_7146","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Absidia",NA
"ASV_7147","k__Fungi","p__Ascomycota","c__Laboulbeniomycetes","o__Pyxidiophorales","f__Pyxidiophoraceae","g__Pyxidiophora",NA
"ASV_7148",NA,NA,NA,NA,NA,NA,NA
"ASV_7149","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_7150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__terricola"
"ASV_7151",NA,NA,NA,NA,NA,NA,NA
"ASV_7152",NA,NA,NA,NA,NA,NA,NA
"ASV_7153","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon","s__echinatum"
"ASV_7154",NA,NA,NA,NA,NA,NA,NA
"ASV_7155",NA,NA,NA,NA,NA,NA,NA
"ASV_7156","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__mammillata"
"ASV_7157",NA,NA,NA,NA,NA,NA,NA
"ASV_7158",NA,NA,NA,NA,NA,NA,NA
"ASV_7159",NA,NA,NA,NA,NA,NA,NA
"ASV_7160",NA,NA,NA,NA,NA,NA,NA
"ASV_7161","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA
"ASV_7162",NA,NA,NA,NA,NA,NA,NA
"ASV_7163",NA,NA,NA,NA,NA,NA,NA
"ASV_7164","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA
"ASV_7165","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_7166",NA,NA,NA,NA,NA,NA,NA
"ASV_7167",NA,NA,NA,NA,NA,NA,NA
"ASV_7168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Jahnulales","f__Aliquandostipitaceae","g__Jahnula","s__aquatica"
"ASV_7169",NA,NA,NA,NA,NA,NA,NA
"ASV_7170",NA,NA,NA,NA,NA,NA,NA
"ASV_7171",NA,NA,NA,NA,NA,NA,NA
"ASV_7172","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ASV_7173",NA,NA,NA,NA,NA,NA,NA
"ASV_7174",NA,NA,NA,NA,NA,NA,NA
"ASV_7175",NA,NA,NA,NA,NA,NA,NA
"ASV_7176",NA,NA,NA,NA,NA,NA,NA
"ASV_7177","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium",NA
"ASV_7178",NA,NA,NA,NA,NA,NA,NA
"ASV_7179","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__coprosmae"
"ASV_7180","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae",NA,NA
"ASV_7181",NA,NA,NA,NA,NA,NA,NA
"ASV_7182",NA,NA,NA,NA,NA,NA,NA
"ASV_7183",NA,NA,NA,NA,NA,NA,NA
"ASV_7184",NA,NA,NA,NA,NA,NA,NA
"ASV_7185",NA,NA,NA,NA,NA,NA,NA
"ASV_7186",NA,NA,NA,NA,NA,NA,NA
"ASV_7187",NA,NA,NA,NA,NA,NA,NA
